timestamp,human_pinch_distance,human_pinch_strength,robot_pinch_distance,contact,thumb_abduction,thumb_flexion_1,thumb_flexion_2,index_curl,middle_curl,ring_curl,pinky_curl
43703.683250391005,0.04661877304262737,0.6396871159562105,0.04939741915205821,0,0.4956721949351599,0.2754886824561903,0.0,0.4659813175658536,0.3775072802288685,0.5421672837276832,0.4737677700313486
43703.692401423,0.04661877304262737,0.6396871159562105,0.03149358421412906,0,0.4984754168874408,0.3616348318127688,0.2718670242813895,0.5368420388621268,0.3823288882366495,0.5081483610639759,0.48059608673019
43703.692530619,0.047051142387831556,0.6324809602028074,0.05360543689165256,0,0.5338181386849361,0.3912194212226148,0.19733673119411882,0.6106194984916723,0.46079824232682753,0.5254391774934637,0.5844349435057219
43703.705849100006,0.047051142387831556,0.6324809602028074,0.05647196800631681,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.705961686006,0.04484428614662075,0.6692618975563209,0.04278099564193973,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.719673849,0.04484428614662075,0.6692618975563209,0.046711267773657444,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.719790521005,0.04350574674683794,0.6915708875527011,0.04676995804217759,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.734577556,0.04350574674683794,0.6915708875527011,0.046821440863845945,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.734704564005,0.04248882205945465,0.7085196323424225,0.04693108304399915,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.74762481,0.04248882205945465,0.7085196323424225,0.047069569124778714,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.747763825006,0.04234253180904514,0.7109578031825811,0.047226754935603875,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.761127149,0.04234253180904514,0.7109578031825811,0.047386988841610876,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.761260477004,0.04290897342048631,0.7015171096585616,0.04753464144389395,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.776085360005,0.04290897342048631,0.7015171096585616,0.04719872001003919,0,0.5432556304232943,0.3452341248107863,0.21263458266774,0.47508631731008666,0.5093966460877862,0.5158578136580555,0.618894853904901
43703.77623683,0.04342038691674682,0.692993551387553,0.040098165166783196,0,0.47212565004407153,0.2783847435580457,0.26006115232592564,0.5023549006784812,0.4499099849387385,0.4980465306608154,0.5797805144690135
43703.789436336,0.04342038691674682,0.692993551387553,0.03670405733785412,0,0.47212565004407153,0.2783847435580457,0.26006115232592564,0.5023549006784812,0.4499099849387385,0.4980465306608154,0.5797805144690135
