timestamp,human_pinch_distance,human_pinch_strength,robot_pinch_distance,contact,thumb_abduction,thumb_flexion_1,thumb_flexion_2,index_curl,middle_curl,ring_curl,pinky_curl
43703.683250391005,0.04661877304262737,0.6396871159562105,0.01623941601987111,0,0.5012786388397217,0.28785920218029476,0.3518279137759158,0.4797653369671579,0.38715049624443054,0.47412943840026855,0.48742440342903137
43703.692401423,0.04661877304262737,0.6396871159562105,0.034273650152343224,0,0.5012786388397217,0.28785920218029476,0.3518279137759158,0.4797653369671579,0.38715049624443054,0.47412943840026855,0.48742440342903137
43703.692530619,0.047051142387831556,0.6324809602028074,0.05094829153498099,0,0.5708993673324585,0.28461643209126336,0.3478645281115441,0.47436072015210556,0.37512826919555664,0.454012006521225,0.4631006717681885
43703.705849100006,0.047051142387831556,0.6324809602028074,0.038163050898797575,0,0.5708993673324585,0.28461643209126336,0.3478645281115441,0.47436072015210556,0.37512826919555664,0.454012006521225,0.4631006717681885
43703.705961686006,0.04484428614662075,0.6692618975563209,0.03619984254718203,0,0.5929474234580994,0.30116785390034445,0.36809404365597653,0.5019464231672407,0.3626079857349396,0.4373565912246704,0.46100616455078125
43703.719673849,0.04484428614662075,0.6692618975563209,0.03802176047268286,0,0.5929474234580994,0.30116785390034445,0.36809404365597653,0.5019464231672407,0.3626079857349396,0.4373565912246704,0.46100616455078125
43703.719790521005,0.04350574674683794,0.6915708875527011,0.0372809385048812,0,0.6017563343048096,0.31120689939871554,0.38036398815398564,0.5186781656645258,0.35632312297821045,0.43235912919044495,0.4643940031528473
43703.734577556,0.04350574674683794,0.6915708875527011,0.037957332621446724,0,0.6017563343048096,0.31120689939871554,0.38036398815398564,0.5186781656645258,0.35632312297821045,0.43235912919044495,0.4643940031528473
43703.734704564005,0.04248882205945465,0.7085196323424225,0.03755937762658672,0,0.594015896320343,0.31883383455409015,0.38968579778833246,0.5313897242568169,0.35095474123954773,0.4303876459598541,0.46710020303726196
43703.74762481,0.04248882205945465,0.7085196323424225,0.03812879480786834,0,0.594015896320343,0.31883383455409015,0.38968579778833246,0.5313897242568169,0.35095474123954773,0.4303876459598541,0.46710020303726196
43703.747763825006,0.04234253180904514,0.7109578031825811,0.038282268142980136,0,0.5803796648979187,0.31993101143216146,0.3910267917504196,0.5332183523869358,0.35095393657684326,0.429043173789978,0.4687238037586212
43703.761127149,0.04234253180904514,0.7109578031825811,0.038764948013478975,0,0.5803796648979187,0.31993101143216146,0.3910267917504196,0.5332183523869358,0.35095393657684326,0.429043173789978,0.4687238037586212
43703.761260477004,0.04290897342048631,0.7015171096585616,0.03884353679980801,0,0.5767049193382263,0.31568269934635274,0.38583441031220894,0.5261378322439212,0.3544914722442627,0.42687103152275085,0.46470776200294495
43703.776085360005,0.04290897342048631,0.7015171096585616,0.03878323400798542,0,0.5767049193382263,0.31568269934635274,0.38583441031220894,0.5261378322439212,0.3544914722442627,0.42687103152275085,0.46470776200294495
43703.77623683,0.04342038691674682,0.692993551387553,0.038786740022281836,0,0.5767049193382263,0.31184709812439887,0.3811464532631542,0.5197451635406648,0.3547944724559784,0.42570361495018005,0.46181657910346985
43703.789436336,0.04342038691674682,0.692993551387553,0.03876044653830277,0,0.5767049193382263,0.31184709812439887,0.3811464532631542,0.5197451635406648,0.3547944724559784,0.42570361495018005,0.46181657910346985
43703.789565221006,0.04314915989912204,0.6975140016812994,0.038687746450983974,0,0.5760340690612793,0.3138813007565847,0.3836327009247147,0.5231355012609745,0.3571307957172394,0.4298781752586365,0.4663143455982208
43703.803501387,0.04314915989912204,0.6975140016812994,0.03861634436999406,0,0.5760340690612793,0.3138813007565847,0.3836327009247147,0.5231355012609745,0.3571307957172394,0.4298781752586365,0.4663143455982208
43703.803627227004,0.04287854941576266,0.7020241764039556,0.03802863392270378,0,0.5698828101158142,0.31591087938178003,0.3861132970221756,0.5265181323029667,0.36016759276390076,0.4326280951499939,0.4706367254257202
43703.817366809,0.04287854941576266,0.7020241764039556,0.037878784083023725,0,0.5698828101158142,0.31591087938178003,0.3861132970221756,0.5265181323029667,0.36016759276390076,0.4326280951499939,0.4706367254257202
43703.817491001006,0.043914234594263385,0.6847627567622769,0.03938598128647351,0,0.5974116921424866,0.3081432405430246,0.3766195162192523,0.5135720675717077,0.3599787950515747,0.43410518765449524,0.4689313471317291
43703.831403895005,0.043914234594263385,0.6847627567622769,0.03973335612529971,0,0.5974116921424866,0.3081432405430246,0.3766195162192523,0.5135720675717077,0.3599787950515747,0.43410518765449524,0.4689313471317291
43703.831603238,0.04448797590360794,0.6752004016065344,0.04374967493639006,0,0.6222158074378967,0.3038401807229405,0.37136022088359394,0.5064003012049008,0.35952049493789673,0.431497186422348,0.46503227949142456
43703.844483715,0.04448797590360794,0.6752004016065344,0.04441247690914956,0,0.6222158074378967,0.3038401807229405,0.37136022088359394,0.5064003012049008,0.35952049493789673,0.431497186422348,0.46503227949142456
